,text_labels_D2
224,"header { search-bar , burger-link } sidebar { ck-box , radio , dropdn , rating } canvas-header { btn-active } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } }"
225,"header { search-bar , burger-link } sidebar { ck-box , radio , slider , rating , icons } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-active } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-green } } row { double { small-title , text , btn-orange } double { small-title , text , btn-green } } row { single { small-title , text , btn-orange } }"
226,"header { search-bar , burger-link } sidebar { ck-box , dropdn , icons } canvas-header { btn-inactive , btn-inactive , btn-active } row { single { small-title , text , btn-green } }"
227,"header { search-bar , burger-link } sidebar { ck-box , rating } canvas-header { } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } } row { single { small-title , text , btn-red } }"
228,"header { search-bar , burger-link } sidebar { radio , dropdn , rating } canvas-header { btn-inactive , btn-active , btn-inactive , btn-inactive } row { double { small-title , text , btn-green } double { small-title , text , btn-red } }"
229,"header { search-bar , burger-link } sidebar { radio , dropdn , rating } canvas-header { btn-active , btn-inactive , btn-inactive }"
230,"header { search-bar , burger-link } sidebar { radio , dropdn , rating , icons } canvas-header { btn-inactive , btn-active , btn-inactive , btn-inactive } row { double { small-title , text , btn-red } double { small-title , text , btn-red } }"
231,"header { search-bar , burger-link } sidebar { radio , slider , icons } canvas-header { btn-active , btn-inactive , btn-inactive } row { double { small-title , text , btn-orange } double { small-title , text , btn-orange } }"
232,"header { cart-link } sidebar { medium-title , ck-box } canvas-header { btn-active , btn-inactive , btn-inactive , btn-inactive } row { double { small-title , text , btn-green } double { small-title , text , btn-green } } row { single { small-title , text , btn-red } }"
233,"header { cart-link } sidebar { medium-title , ck-box , radio , slider , rating } canvas-header { btn-inactive , btn-active }"
234,"header { cart-link } sidebar { medium-title , ck-box , radio , slider , icons } canvas-header { btn-inactive , btn-inactive , btn-active } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-green } } row { double { small-title , text , btn-orange } double { small-title , text , btn-green } }"
235,"header { cart-link } sidebar { medium-title , ck-box , radio , icons } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-active } row { single { small-title , text , btn-red } }"
236,"header { cart-link } sidebar { medium-title , ck-box , dropdn , rating } canvas-header { btn-inactive , btn-active , btn-inactive } row { single { small-title , text , btn-green } }"
237,"header { cart-link } sidebar { medium-title , ck-box , slider , rating , icons } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-active , btn-inactive } row { quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-orange } } row { single { small-title , text , btn-orange } }"
238,"header { cart-link } sidebar { medium-title , radio } canvas-header { btn-active } row { quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } } row { double { small-title , text , btn-green } double { small-title , text , btn-red } }"
239,"header { cart-link } sidebar { medium-title , radio , dropdn } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-active } row { single { small-title , text , btn-orange } }"
240,"header { cart-link } sidebar { medium-title , radio , icons } canvas-header { btn-active , btn-inactive , btn-inactive } row { double { small-title , text , btn-green } double { small-title , text , btn-green } } row { single { small-title , text , btn-red } }"
241,"header { cart-link } sidebar { medium-title , dropdn } canvas-header { } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } } row { single { small-title , text , btn-red } }"
242,"header { cart-link } sidebar { medium-title , dropdn , slider } canvas-header { } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } } row { double { small-title , text , btn-red } double { small-title , text , btn-green } } row { single { small-title , text , btn-red } }"
243,"header { cart-link } sidebar { medium-title , dropdn , icons } canvas-header { btn-inactive , btn-inactive , btn-active } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-orange } }"
244,"header { cart-link } sidebar { medium-title , rating , icons } canvas-header { } row { double { small-title , text , btn-green } double { small-title , text , btn-green } }"
245,"header { cart-link } sidebar { ck-box , radio , dropdn , icons } canvas-header { btn-active , btn-inactive , btn-inactive } row { single { small-title , text , btn-orange } }"
246,"header { page-title , search-bar } sidebar { medium-title , radio } canvas-header { btn-inactive , btn-inactive , btn-active , btn-inactive , btn-inactive } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-green } } row { single { small-title , text , btn-red } }"
247,"header { cart-link } sidebar { radio , dropdn , slider , rating } canvas-header { btn-active , btn-inactive , btn-inactive } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } }"
248,"header { cart-link } sidebar { radio , rating } canvas-header { btn-active , btn-inactive , btn-inactive , btn-inactive , btn-inactive } row { double { small-title , text , btn-green } double { small-title , text , btn-orange } }"
249,"header { cart-link } sidebar { radio , rating } canvas-header { btn-inactive , btn-inactive , btn-active , btn-inactive , btn-inactive } row { double { small-title , text , btn-orange } double { small-title , text , btn-red } } row { single { small-title , text , btn-red } }"
250,"header { page-title , search-bar } sidebar { medium-title , radio , dropdn , slider , rating } canvas-header { btn-active , btn-inactive , btn-inactive , btn-inactive } row { double { small-title , text , btn-orange } double { small-title , text , btn-red } }"
251,"header { cart-link } sidebar { dropdn } canvas-header { btn-inactive , btn-active , btn-inactive } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-orange } } row { double { small-title , text , btn-orange } double { small-title , text , btn-green } } row { single { small-title , text , btn-red } }"
252,"header { page-title , search-bar } sidebar { medium-title , radio , dropdn , slider , rating } canvas-header { btn-inactive , btn-active } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-orange } }"
253,"header { cart-link } sidebar { icons } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-active , btn-inactive } row { quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-orange } } row { single { small-title , text , btn-orange } }"
254,"header { cart-link , burger-link } sidebar { medium-title , ck-box , radio , dropdn } canvas-header { btn-inactive , btn-active , btn-inactive } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-green } } row { double { small-title , text , btn-red } double { small-title , text , btn-red } }"
255,"header { cart-link , burger-link } sidebar { medium-title , ck-box , radio , slider , rating , icons } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-active , btn-inactive } row { double { small-title , text , btn-orange } double { small-title , text , btn-red } }"
256,"header { cart-link , burger-link } sidebar { medium-title , ck-box , dropdn , slider , rating } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-inactive , btn-active } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } }"
257,"header { page-title , search-bar } sidebar { medium-title , radio , dropdn , icons } canvas-header { btn-inactive , btn-inactive , btn-active , btn-inactive } row { single { small-title , text , btn-green } }"
258,"header { cart-link , burger-link } sidebar { medium-title , radio , dropdn , slider , icons } canvas-header { btn-active , btn-inactive , btn-inactive , btn-inactive , btn-inactive } row { double { small-title , text , btn-green } double { small-title , text , btn-red } }"
259,"header { cart-link , burger-link } sidebar { medium-title , dropdn , slider } canvas-header { btn-inactive , btn-active , btn-inactive , btn-inactive } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-orange } } row { double { small-title , text , btn-red } double { small-title , text , btn-red } }"
260,"header { page-title , search-bar } sidebar { medium-title , radio , slider , rating } canvas-header { btn-inactive , btn-inactive , btn-active , btn-inactive , btn-inactive } row { single { small-title , text , btn-red } }"
261,"header { cart-link , burger-link } sidebar { ck-box , radio } canvas-header { btn-inactive , btn-inactive , btn-active , btn-inactive } row { single { small-title , text , btn-red } }"
262,"header { page-title , search-bar } sidebar { medium-title , radio , slider , icons } canvas-header { btn-inactive , btn-inactive , btn-active } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-green } } row { double { small-title , text , btn-red } double { small-title , text , btn-red } }"
263,"header { page-title , search-bar } sidebar { medium-title , radio , slider , icons } canvas-header { btn-inactive , btn-active } row { quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-orange } } row { double { small-title , text , btn-green } double { small-title , text , btn-orange } } row { single { small-title , text , btn-green } }"
264,"header { cart-link , burger-link } sidebar { ck-box , radio , rating , icons } canvas-header { btn-inactive , btn-active , btn-inactive , btn-inactive , btn-inactive } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-orange } } row { single { small-title , text , btn-red } }"
265,"header { cart-link , burger-link } sidebar { ck-box , radio , rating , icons } canvas-header { btn-active , btn-inactive } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } } row { double { small-title , text , btn-orange } double { small-title , text , btn-red } } row { single { small-title , text , btn-red } }"
266,"header { cart-link , burger-link } sidebar { ck-box , dropdn } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-active , btn-inactive } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-green } } row { single { small-title , text , btn-green } }"
267,"header { page-title , search-bar } sidebar { medium-title , radio , rating } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-active } row { double { small-title , text , btn-green } double { small-title , text , btn-green } } row { single { small-title , text , btn-orange } }"
268,"header { cart-link , burger-link } sidebar { ck-box , icons } canvas-header { btn-inactive , btn-active , btn-inactive , btn-inactive , btn-inactive } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } } row { single { small-title , text , btn-red } }"
269,"header { cart-link , burger-link } sidebar { radio , dropdn , slider , icons } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-active , btn-inactive } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-orange } } row { single { small-title , text , btn-green } }"
270,"header { cart-link , burger-link } sidebar { radio , dropdn , rating } canvas-header { btn-inactive , btn-active , btn-inactive , btn-inactive } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-orange } } row { double { small-title , text , btn-green } double { small-title , text , btn-green } }"
271,"header { cart-link , burger-link } sidebar { radio , slider , icons } canvas-header { btn-active , btn-inactive } row { quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-orange } } row { double { small-title , text , btn-green } double { small-title , text , btn-orange } }"
272,"header { cart-link , burger-link } sidebar { radio , icons } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-inactive , btn-active } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-orange } } row { single { small-title , text , btn-orange } }"
273,"header { cart-link , burger-link } sidebar { dropdn , icons } canvas-header { btn-active , btn-inactive , btn-inactive , btn-inactive } row { quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } }"
274,"header { cart-link , burger-link } sidebar { rating , icons } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-inactive , btn-active } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } } row { single { small-title , text , btn-orange } }"
275,"header { burger-link } sidebar { medium-title } canvas-header { btn-inactive , btn-active , btn-inactive , btn-inactive , btn-inactive } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-orange } } row { single { small-title , text , btn-red } }"
276,"header { burger-link } sidebar { medium-title , ck-box , radio , rating , icons } canvas-header { btn-active , btn-inactive } row { double { small-title , text , btn-red } double { small-title , text , btn-red } } row { single { small-title , text , btn-green } }"
277,"header { burger-link } sidebar { medium-title , ck-box , dropdn , rating , icons } canvas-header { } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } } row { double { small-title , text , btn-orange } double { small-title , text , btn-orange } } row { single { small-title , text , btn-red } }"
278,"header { burger-link } sidebar { medium-title , ck-box , dropdn , icons } canvas-header { btn-active , btn-inactive , btn-inactive , btn-inactive , btn-inactive } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } } row { double { small-title , text , btn-red } double { small-title , text , btn-green } }"
279,"header { burger-link } sidebar { medium-title , ck-box , slider , rating } canvas-header { btn-active , btn-inactive , btn-inactive , btn-inactive } row { quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-green } } row { single { small-title , text , btn-orange } }"
280,"header { burger-link } sidebar { medium-title , ck-box , slider , icons } canvas-header { btn-inactive , btn-inactive , btn-active , btn-inactive , btn-inactive } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } } row { single { small-title , text , btn-red } }"
281,"header { burger-link } sidebar { medium-title , ck-box , slider , icons } canvas-header { btn-inactive , btn-inactive , btn-active , btn-inactive } row { quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-green } } row { double { small-title , text , btn-red } double { small-title , text , btn-orange } } row { single { small-title , text , btn-red } }"
282,"header { burger-link } sidebar { medium-title , ck-box , rating } canvas-header { btn-inactive , btn-active , btn-inactive } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-red } }"
283,"header { burger-link } sidebar { medium-title , radio , rating , icons } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-inactive , btn-active } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-red } } row { single { small-title , text , btn-green } }"
284,"header { burger-link } sidebar { medium-title , dropdn , rating } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-active } row { quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-orange } } row { double { small-title , text , btn-red } double { small-title , text , btn-orange } }"
285,"header { burger-link } sidebar { medium-title , dropdn , rating , icons } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-active , btn-inactive } row { double { small-title , text , btn-green } double { small-title , text , btn-green } } row { single { small-title , text , btn-orange } }"
286,"header { burger-link } sidebar { medium-title , rating , icons } canvas-header { btn-inactive , btn-active , btn-inactive , btn-inactive , btn-inactive } row { double { small-title , text , btn-red } double { small-title , text , btn-red } }"
287,"header { burger-link } sidebar { ck-box , radio , dropdn , slider , rating , icons } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-inactive , btn-active } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-green } }"
288,"header { burger-link } sidebar { ck-box , radio , dropdn , slider , rating , icons } canvas-header { btn-active , btn-inactive , btn-inactive , btn-inactive } row { double { small-title , text , btn-red } double { small-title , text , btn-orange } }"
289,"header { page-title , search-bar } sidebar { medium-title , slider , rating } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-active } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-orange } }"
290,"header { burger-link } sidebar { ck-box , dropdn , slider , rating } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-inactive , btn-active } row { single { small-title , text , btn-red } }"
291,"header { page-title , search-bar } sidebar { medium-title , slider , rating , icons } canvas-header { btn-inactive , btn-inactive , btn-inactive , btn-inactive , btn-active } row { quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-orange } } row { double { small-title , text , btn-red } double { small-title , text , btn-orange } }"
292,"header { burger-link } sidebar { ck-box , dropdn , icons } canvas-header { btn-active , btn-inactive } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-red } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } } row { double { small-title , text , btn-green } double { small-title , text , btn-orange } } row { single { small-title , text , btn-orange } }"
293,"header { burger-link } sidebar { ck-box , slider , rating , icons } canvas-header { btn-inactive , btn-active , btn-inactive } row { single { small-title , text , btn-red } }"
294,"header { burger-link } sidebar { radio , slider , rating } canvas-header { btn-active } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-red } } row { double { small-title , text , btn-orange } double { small-title , text , btn-red } }"
295,"header { burger-link } sidebar { radio , slider , rating , icons } canvas-header { btn-active , btn-inactive , btn-inactive , btn-inactive } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-green } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-red } } row { single { small-title , text , btn-orange } }"
296,"header { burger-link } sidebar { radio , slider , rating , icons } canvas-header { btn-active , btn-inactive } row { double { small-title , text , btn-green } double { small-title , text , btn-orange } }"
297,"header { burger-link } sidebar { dropdn , slider , rating , icons } canvas-header { } row { double { small-title , text , btn-orange } double { small-title , text , btn-green } }"
298,"header { page-title , search-bar } sidebar { medium-title , icons } canvas-header { } row { single { small-title , text , btn-red } }"
299,"header { burger-link } sidebar { icons } canvas-header { btn-active } row { quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-orange } quadruple { small-title , text , btn-orange } } row { double { small-title , text , btn-green } double { small-title , text , btn-red } } row { single { small-title , text , btn-orange } }"
